"PC1","PC2"
-1.60177587691605,-0.58879222812161
-0.382206217886692,-0.431041256706715
-0.964373413035505,-0.440454563313622
-2.66516268056094,-0.501889727235524
0.584114316157848,0.65156302159769
0.543566046939608,0.0521561489422358
0.680800427038748,2.0145009377905
-0.753009264571816,-0.347451128017994
-0.175091462193758,-0.434680516308386
0.896800578785695,-0.45485377175764
-0.768982426017732,-0.465176246491221
-0.499228094127606,-0.369254862148431
1.37509894773673,-0.532241194070213
0.87421617131951,-0.470548381227018
1.10993754774886,-0.505841691278785
-1.16773402673844,-0.394713451873747
-0.198075699215533,-0.435419766871569
-0.566965549797971,-0.398545808488126
0.842875592824834,-0.456362676344124
-0.285634613735234,-0.489591602784223
0.139677488783506,-0.358896750336604
-0.0201266269908126,-0.46301396310493
-0.581909762823369,-0.380990569323122
0.517957157039378,-0.45216797119374
0.468212351848753,-0.441886413984389
-0.0564807408853687,-0.361661229783917
0.393891478661139,1.77419049448367
0.608941333248749,-0.455066151954221
-1.83486653209648,0.34245970245133
1.1351458772959,-0.401480607247799
0.11249225344928,-0.519758971706477
0.600932564143808,-0.498318853709235
-0.834586898357399,0.0222074354519582
-1.14773499427823,-0.411285371161214
-0.434557788093564,-0.425491929092098
-1.27423826783758,-0.461433178613424
0.187677503060323,-0.503270910305405
-0.109203825003686,-0.417703703714607
0.555553334020514,0.0244819687531401
1.38167887523531,-0.42778980848046
-0.983848845372481,0.924045879929357
-0.919264572657782,-0.447039636426392
0.866532257199893,-0.497097413571999
-0.695370033075558,-0.462314970276558
1.23854932151914,-0.307863160486949
-0.237310468576596,-0.416380983424153
-0.0211629332308276,1.75110375008578
0.0298897903554012,1.89652914603642
0.231024082524597,-0.475917117547876
0.76197435585877,1.52462688952521
-1.29264624776453,-0.500905126715838
-0.100584610245002,-0.261024481260573
0.36771396044019,-0.0803185298695706
0.0575444812235924,-0.440330138588888
-2.03565782768413,-0.0891568320052908
-2.43608773757435,-0.485796536494451
0.900288102069489,-0.477164618280503
0.395718169621159,2.10126001957844
-0.755421174453733,-0.34572798923004
0.792680296514143,-0.529067354647389
-2.5360549572139,-0.397309259247586
-1.34547730861104,0.959880152442199
-2.01831559728421,-0.45056195086984
-1.30586029300189,0.423025775727844
-1.77390911902196,0.424543853130764
-2.2350117390707,-0.4696243145434
-0.556702972211677,4.00539260564118
-1.36881915752944,-0.0219011267772179
